Bin ID,Genome Name,IMG Genome ID,Bin Quality,Bin Lineage,GTDB-Tk Taxonomy Lineage,Bin Methods,Created By,Date Added,Bin Completeness,Bin Contamination,Total Number of Bases,5s rRNA,16s rRNA,23s rRNA,tRNA Genes,Gene Count,Scaffold Count,GOLD Study ID
3300067032_1119,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Hyphomicrobium; Hyphomicrobium sp. NDB2Meth4,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium_A,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,76.15,0.4,2160499,0,1,0,26,2270,163,Gs0161344
3300067032_113,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-555,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,55.69,0.86,2042387,1,0,1,28,2284,296,Gs0161344
3300067032_1133,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; PALSA-612,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,54.48,0,1417972,0,0,0,18,1657,165,Gs0161344
3300067032_1140,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,53.33,0,1687852,1,0,1,22,1833,165,Gs0161344
3300067032_1143,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; Sulfotelmatobacter; Sulfotelmatobacter sp003166855,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,57.38,0.85,3743801,0,0,0,34,3437,200,Gs0161344
3300067032_1144,NEON combined assembly,3300067032,HQ,Bacteria; Verrucomicrobiota,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; AV40,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,92.3,1.35,2653662,1,1,1,39,2643,82,Gs0161344
3300067032_1148,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; 2-12-FULL-66-21; 2-12-FULL-66-21,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,56.9,1.72,3539553,1,0,0,18,3274,359,Gs0161344
3300067032_1152,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,54.09,0.86,1395216,0,0,0,23,1638,178,Gs0161344
3300067032_1156,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,56.36,0,2007871,1,1,0,17,2308,221,Gs0161344
3300067032_1157,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-465,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,62.41,0.86,2284136,0,0,0,12,2458,304,Gs0161344
3300067032_1160,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,51.72,0,1172706,0,0,0,18,1403,182,Gs0161344
3300067032_1163,NEON combined assembly,3300067032,MQ,Bacteria; Thermodesulfobacteriota; Desulfobacteria; Desulfobacterales,Bacteria; Desulfobacterota; Desulfobacteria; Desulfobacterales; UBA5852; UBA5852,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,51.77,1.94,1634003,1,0,1,26,1566,64,Gs0161344
3300067032_1166,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; JAFAQI01; JAFAQI01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,75.47,0,2945692,0,0,0,29,3060,237,Gs0161344
3300067032_1167,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,89.74,2.14,4741349,0,1,0,42,4284,210,Gs0161344
3300067032_1171,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Desulfobacterota_B; Binatia; Binatales; Binataceae; Binatus,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,73.45,1.72,3245107,1,0,1,24,3351,214,Gs0161344
3300067032_1173,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,51.38,0,1928439,1,1,1,19,2144,251,Gs0161344
3300067032_1175,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales,Bacteria; Proteobacteria; Alphaproteobacteria; ATCC43930; Stellaceae; AP-15,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,70.08,0.67,2965918,0,0,0,23,3177,301,Gs0161344
3300067032_1178,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,96,3.41,6348975,1,0,0,59,6268,149,Gs0161344
3300067032_1181,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; unclassified; unclassified; Solirubrobacterales bacterium URHD0059,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Baekduia,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,74.48,0,4027465,0,0,0,48,4081,141,Gs0161344
3300067032_1182,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales,Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,58.6,0.52,1608498,0,1,0,15,1693,154,Gs0161344
3300067032_1186,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,80.29,2.87,7561483,1,0,0,35,7169,649,Gs0161344
3300067032_1187,NEON combined assembly,3300067032,MQ,Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales,Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; CF-113,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,61.39,4.95,3493718,1,0,0,23,3358,159,Gs0161344
3300067032_1189,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,83.65,3.02,5791421,0,0,0,63,5737,531,Gs0161344
3300067032_1190,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Methyloceanibacter,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,50,0.86,1031065,0,0,0,8,1133,127,Gs0161344
3300067032_1192,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; Actinophytocola,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,67.89,2.3,4884804,0,0,0,55,5078,609,Gs0161344
3300067032_1194,NEON combined assembly,3300067032,MQ,Bacteria; Verrucomicrobiota,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; Palsa-1382,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,71.69,1.69,2340913,1,0,0,28,2304,115,Gs0161344
3300067032_1199,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,85.95,2.91,4402131,0,1,0,33,4466,259,Gs0161344
3300067032_1200,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,83.05,1.71,4392390,1,0,0,33,3959,169,Gs0161344
3300067032_1206,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; Sulfotelmatobacter,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,80.96,0,4041715,0,0,0,35,3664,243,Gs0161344
3300067032_1221,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Chersky-822,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,50.64,0.71,2011919,0,0,0,8,2111,296,Gs0161344
3300067032_1223,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Rhodopila,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodopila,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,80.38,0,5428505,0,0,0,33,5293,251,Gs0161344
3300067032_1229,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Rubrobacteria; Gaiellales; Gaiellaceae; Gaiella; Gaiella occulta,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Palsa-739,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,69.27,2.59,2004196,1,0,0,34,2406,207,Gs0161344
3300067032_1231,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Beijerinckiaceae; Methylovirgula; Methylovirgula ligni,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylovirgula,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,93.1,0.16,2378746,0,0,0,44,2505,62,Gs0161344
3300067032_1237,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; PALSA-350,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,73.36,0,6181039,0,0,0,37,5348,272,Gs0161344
3300067032_1239,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,58.23,0,3492509,0,0,0,21,3315,205,Gs0161344
3300067032_1243,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; QIAJ01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,50,0,2124596,0,0,0,17,2057,126,Gs0161344
3300067032_1247,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,74.14,0.45,4409154,1,0,1,20,4636,299,Gs0161344
3300067032_1250,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JACVRW01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,50.86,1.72,2569738,1,0,1,33,2885,246,Gs0161344
3300067032_1251,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; Bog-209,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,79.43,1.71,5030028,0,0,0,45,4575,160,Gs0161344
3300067032_1260,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,54.62,5.17,2987326,0,1,0,28,3388,404,Gs0161344
3300067032_1265,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Propionicimonas; Propionicimonas paludicola,Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Propionicimonas; Propionicimonas sp017882685,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,52.35,0,1656955,0,0,0,17,1762,188,Gs0161344
3300067032_1266,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Acidobacteriota; Vicinamibacteria; Fen-336; Fen-336,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,83.57,5.13,5340243,0,1,0,37,4895,374,Gs0161344
3300067032_1270,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Dormibacterota; Dormibacteria; Dormibacterales; Dormibacteraceae; CF-161,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,85.04,3.15,5654580,1,0,0,45,5842,522,Gs0161344
3300067032_1271,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Dormibacterota; Dormibacteria; UBA8260; UBA8260; Palsa-851,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,66.38,0,2104773,0,1,0,23,2200,175,Gs0161344
3300067032_1276,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,72.91,1.71,4840678,1,1,1,42,5240,442,Gs0161344
3300067032_1278,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae,Bacteria; Actinobacteriota; Actinomycetia; Jiangellales; Jiangellaceae,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,61.24,0,1832787,0,0,0,16,2009,183,Gs0161344
3300067032_1281,NEON combined assembly,3300067032,MQ,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina,,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,96.08,0.65,3223440,1,1,0,46,2988,67,Gs0161344
3300067032_1282,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9; JACDDX01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,60.34,0,1750508,0,0,0,20,1785,195,Gs0161344
3300067032_1284,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; BOG-931,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,65.66,0.79,2607900,0,1,0,14,2784,234,Gs0161344
3300067032_1285,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,86.06,0.86,2027528,0,1,0,57,2159,57,Gs0161344
3300067032_1290,NEON combined assembly,3300067032,MQ,Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,77.41,0.95,3607294,1,0,0,19,3403,222,Gs0161344
3300067032_1292,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,95.07,0.71,2754779,1,0,1,39,2752,113,Gs0161344
3300067032_1298,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,94.82,2.56,4581231,1,1,0,102,4250,47,Gs0161344
3300067032_1301,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium; Bradyrhizobium erythrophlei,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,54.02,0,3991120,0,0,0,34,4262,245,Gs0161344
3300067032_1304,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Dormibacterota; Dormibacteria; CF-121; CF-121; CF-13,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,73.33,0.93,2225806,0,1,0,30,2493,210,Gs0161344
3300067032_1305,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Eremiobacterota; Eremiobacteria; Baltobacterales; Baltobacteraceae; Tumulicola,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,70.3,0,2131648,0,0,0,30,2219,139,Gs0161344
3300067032_1306,NEON combined assembly,3300067032,MQ,,Bacteria; Patescibacteria; Paceibacteria; UBA9983_A; UBA2100; UBA10103,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,64.94,0,779261,1,2,1,36,888,14,Gs0161344
3300067032_1308,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,88.69,0.43,3314681,0,0,0,46,3247,34,Gs0161344
3300067032_1309,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,80.72,1.71,4554371,0,1,0,39,4247,141,Gs0161344
3300067032_1312,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,92.59,1.71,3097284,1,0,1,48,3010,25,Gs0161344
3300067032_1315,NEON combined assembly,3300067032,HQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-610,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,96.77,2.14,4345396,1,1,1,48,4381,61,Gs0161344
3300067032_1324,NEON combined assembly,3300067032,MQ,Bacteria,Bacteria; Acidobacteriota; Thermoanaerobaculia; Gp7-AA8; Gp7-AA8; QHVT01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,88.89,1.99,4828889,1,1,1,36,4425,180,Gs0161344
3300067032_1331,NEON combined assembly,3300067032,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,86.03,0.14,2333897,1,0,0,44,2479,104,Gs0161344
3300067032_1334,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,81.62,2.56,3695534,0,0,0,27,3292,144,Gs0161344
3300067032_1337,NEON combined assembly,3300067032,MQ,Bacteria; Acidobacteriota; Terriglobia,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,67.57,0,3098388,1,0,0,22,2774,180,Gs0161344
3300067032_1343,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,91.41,1.08,6134692,0,0,0,45,5729,129,Gs0161344
3300067032_1344,NEON combined assembly,3300067032,MQ,Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia,"MetaBAT v2:2.17, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2024-01-09,57.76,3.45,6244008,1,0,0,38,5851,112,Gs0161344
